age,gender,occupation,education,hometown,marital status,spouse moving status,spouse employment status,security,schooling,house rent,distance from HT,satisfaction
26 - 30,female,Medical,"Medical, Biological, Chemical","Rangpur,281",Unmarried,not married,I am not married,0.33,1.0,0.66,0.66,4.0
26 - 30,female,Medical,"Medical, Biological, Chemical","Rangpur,281",Unmarried,not married,I am not married,0.66,0.66,1.0,0.33,5.0
26 - 30,female,Medical,"Medical, Biological, Chemical","Rangpur,281",Unmarried,not married,I am not married,1.0,0.33,0.33,0.66,3.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Chuadanga,422",Unmarried,not married,I am not married,0.33,1.0,0.66,1.0,4.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Chuadanga,422",Unmarried,not married,I am not married,1.0,0.66,1.0,1.0,5.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Chuadanga,422",Unmarried,not married,I am not married,0.33,0.66,0.33,0.66,3.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Netrokona,156",Unmarried,not married,I am not married,0.33,1.0,1.0,0.33,5.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Netrokona,156",Unmarried,not married,I am not married,0.66,0.66,0.66,1.0,4.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Netrokona,156",Unmarried,not married,I am not married,1.0,0.33,0.66,0.33,4.0
26 - 30,prefer not to disclose,Other,Business,"Rajbari,414",Unmarried,not married,I am not married,0.66,0.33,0.66,0.33,3.0
26 - 30,prefer not to disclose,Other,Business,"Rajbari,414",Unmarried,not married,I am not married,0.33,1.0,1.0,0.33,5.0
26 - 30,prefer not to disclose,Other,Business,"Rajbari,414",Unmarried,not married,I am not married,0.33,0.33,1.0,0.33,4.0
31 - 35,female,Academia,Business,"Bandarban,464",Unmarried,not married,I am not married,0.33,0.66,0.66,1.0,4.0
31 - 35,female,Academia,Business,"Bandarban,464",Unmarried,not married,I am not married,1.0,0.33,0.33,0.66,3.0
31 - 35,female,Academia,Business,"Bandarban,464",Unmarried,not married,I am not married,1.0,0.66,0.33,0.33,4.0
36 - 40,female,Other,Social,"Barguna,68",Married,No,Social,0.33,0.66,0.66,0.33,3.0
36 - 40,female,Other,Social,"Barguna,68",Married,No,Social,1.0,1.0,0.33,1.0,5.0
36 - 40,female,Other,Social,"Barguna,68",Married,No,Social,1.0,0.33,1.0,0.66,5.0
26 - 30,male,Other,Science,"Comilla,228",Unmarried,not married,I am not married,0.33,0.66,0.33,0.33,3.0
26 - 30,male,Other,Science,"Comilla,228",Unmarried,not married,I am not married,0.33,1.0,1.0,0.33,5.0
26 - 30,male,Other,Science,"Comilla,228",Unmarried,not married,I am not married,0.33,0.66,0.66,1.0,4.0
41 or above,male,Student,Science,"Pabna,54",Unmarried,not married,I am not married,0.66,1.0,0.33,1.0,4.0
41 or above,male,Student,Science,"Pabna,54",Unmarried,not married,I am not married,1.0,1.0,1.0,0.33,5.0
41 or above,male,Student,Science,"Pabna,54",Unmarried,not married,I am not married,0.66,0.66,1.0,0.33,5.0
31 - 35,male,Engineering and IT,Engineering,"Dhaka,85",Unmarried,not married,I am not married,0.33,0.66,1.0,0.33,5.0
31 - 35,male,Engineering and IT,Engineering,"Dhaka,85",Unmarried,not married,I am not married,0.66,0.66,0.66,1.0,4.0
31 - 35,male,Engineering and IT,Engineering,"Dhaka,85",Unmarried,not married,I am not married,1.0,1.0,0.33,0.66,4.0
36 - 40,female,Business,Social,"Jessore,175",Married,No,Science,0.66,0.66,1.0,0.33,4.0
36 - 40,female,Business,Social,"Jessore,175",Married,No,Science,1.0,1.0,1.0,0.33,5.0
36 - 40,female,Business,Social,"Jessore,175",Married,No,Science,0.66,0.66,0.66,0.33,4.0
26 - 30,prefer not to disclose,Academia,Social,"Joypurhat,414",Married,No,Social,0.33,1.0,1.0,0.66,4.0
26 - 30,prefer not to disclose,Academia,Social,"Joypurhat,414",Married,No,Social,0.66,0.66,1.0,0.33,4.0
26 - 30,prefer not to disclose,Academia,Social,"Joypurhat,414",Married,No,Social,0.33,0.33,0.33,0.66,3.0
36 - 40,male,Academia,Science,"Chuadanga,278",Married,No,Social,1.0,1.0,0.33,1.0,5.0
36 - 40,male,Academia,Science,"Chuadanga,278",Married,No,Social,0.66,0.66,1.0,0.33,4.0
36 - 40,male,Academia,Science,"Chuadanga,278",Married,No,Social,1.0,0.66,0.66,1.0,5.0
36 - 40,male,Engineering and IT,Engineering,"Joypurhat,462",Married,Spouce does not work,Other,1.0,0.66,1.0,0.33,4.0
36 - 40,male,Engineering and IT,Engineering,"Joypurhat,462",Married,Spouce does not work,Other,0.33,1.0,0.66,0.66,4.0
36 - 40,male,Engineering and IT,Engineering,"Joypurhat,462",Married,Spouce does not work,Other,1.0,1.0,1.0,0.66,5.0
41 or above,prefer not to disclose,Other,Social,"Pabna,375",Unmarried,not married,I am not married,0.66,0.66,0.33,0.33,3.0
41 or above,prefer not to disclose,Other,Social,"Pabna,375",Unmarried,not married,I am not married,1.0,0.66,0.66,1.0,5.0
41 or above,prefer not to disclose,Other,Social,"Pabna,375",Unmarried,not married,I am not married,0.33,0.66,0.66,0.33,4.0
31 - 35,prefer not to disclose,Other,Social,"Habiganj,162",Married,Spouce does not work,Science,0.33,1.0,1.0,0.66,4.0
31 - 35,prefer not to disclose,Other,Social,"Habiganj,162",Married,Spouce does not work,Science,1.0,0.66,1.0,1.0,5.0
31 - 35,prefer not to disclose,Other,Social,"Habiganj,162",Married,Spouce does not work,Science,0.33,0.66,1.0,0.66,4.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Khulna,176",Married,Yes,Science,0.66,0.66,0.33,0.66,3.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Khulna,176",Married,Yes,Science,0.33,1.0,0.66,1.0,5.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Khulna,176",Married,Yes,Science,0.66,0.33,0.66,0.66,3.0
31 - 35,prefer not to disclose,Academia,Social,"Magura,16",Married,Spouce does not work,Social,0.66,1.0,1.0,1.0,5.0
31 - 35,prefer not to disclose,Academia,Social,"Magura,16",Married,Spouce does not work,Social,0.33,1.0,0.66,0.33,3.0
31 - 35,prefer not to disclose,Academia,Social,"Magura,16",Married,Spouce does not work,Social,1.0,0.66,1.0,0.33,5.0
20 - 25,female,Student,Science,"Nilphamari,258",Unmarried,not married,I am not married,0.33,1.0,0.66,1.0,4.0
20 - 25,female,Student,Science,"Nilphamari,258",Unmarried,not married,I am not married,1.0,1.0,1.0,1.0,5.0
20 - 25,female,Student,Science,"Nilphamari,258",Unmarried,not married,I am not married,0.33,0.33,0.66,0.33,3.0
41 or above,female,Medical,"Medical, Biological, Chemical","Jamalpur,84",Married,No,Science,0.66,0.66,0.33,0.33,3.0
41 or above,female,Medical,"Medical, Biological, Chemical","Jamalpur,84",Married,No,Science,0.33,0.66,1.0,0.66,4.0
41 or above,female,Medical,"Medical, Biological, Chemical","Jamalpur,84",Married,No,Science,0.66,0.66,1.0,1.0,5.0
26 - 30,prefer not to disclose,Business,Business,"Tangail,445",Unmarried,not married,I am not married,0.66,1.0,1.0,0.66,5.0
26 - 30,prefer not to disclose,Business,Business,"Tangail,445",Unmarried,not married,I am not married,1.0,0.66,0.66,0.33,4.0
26 - 30,prefer not to disclose,Business,Business,"Tangail,445",Unmarried,not married,I am not married,0.33,0.33,1.0,0.66,4.0
20 - 25,prefer not to disclose,Other,Business,"Sylhet,142",Unmarried,not married,I am not married,0.33,1.0,0.33,1.0,4.0
20 - 25,prefer not to disclose,Other,Business,"Sylhet,142",Unmarried,not married,I am not married,0.33,0.33,1.0,0.66,4.0
20 - 25,prefer not to disclose,Other,Business,"Sylhet,142",Unmarried,not married,I am not married,0.66,0.33,1.0,1.0,4.0
31 - 35,prefer not to disclose,Academia,Science,"Lalmonirhat,62",Married,Spouce does not work,Engineering,1.0,0.33,1.0,0.33,4.0
31 - 35,prefer not to disclose,Academia,Science,"Lalmonirhat,62",Married,Spouce does not work,Engineering,0.66,1.0,0.66,0.66,4.0
31 - 35,prefer not to disclose,Academia,Science,"Lalmonirhat,62",Married,Spouce does not work,Engineering,1.0,0.33,1.0,0.33,4.0
20 - 25,prefer not to disclose,Medical,"Medical, Biological, Chemical","Khulna,444",Married,Yes,"Medical, Biological, Chemical",1.0,0.66,0.33,0.66,4.0
20 - 25,prefer not to disclose,Medical,"Medical, Biological, Chemical","Khulna,444",Married,Yes,"Medical, Biological, Chemical",1.0,1.0,1.0,0.66,5.0
20 - 25,prefer not to disclose,Medical,"Medical, Biological, Chemical","Khulna,444",Married,Yes,"Medical, Biological, Chemical",0.66,0.33,1.0,0.66,4.0
36 - 40,male,Engineering and IT,Engineering,"Naogaon,66",Married,Yes,"Medical, Biological, Chemical",0.33,1.0,1.0,1.0,5.0
36 - 40,male,Engineering and IT,Engineering,"Naogaon,66",Married,Yes,"Medical, Biological, Chemical",1.0,1.0,0.66,0.66,5.0
36 - 40,male,Engineering and IT,Engineering,"Naogaon,66",Married,Yes,"Medical, Biological, Chemical",1.0,1.0,1.0,0.66,5.0
36 - 40,female,Other,Social,"Noakhali,197",Unmarried,not married,I am not married,0.33,0.66,1.0,0.66,4.0
36 - 40,female,Other,Social,"Noakhali,197",Unmarried,not married,I am not married,0.66,1.0,1.0,0.33,5.0
36 - 40,female,Other,Social,"Noakhali,197",Unmarried,not married,I am not married,1.0,0.66,1.0,0.66,5.0
36 - 40,female,Other,Business,"Habiganj,448",Married,No,Science,0.66,0.33,0.66,0.66,4.0
36 - 40,female,Other,Business,"Habiganj,448",Married,No,Science,0.33,0.33,1.0,1.0,4.0
36 - 40,female,Other,Business,"Habiganj,448",Married,No,Science,0.66,0.66,0.33,0.33,3.0
20 - 25,female,Business,Science,"Habiganj,57",Unmarried,not married,I am not married,0.66,0.33,0.33,1.0,3.0
20 - 25,female,Business,Science,"Habiganj,57",Unmarried,not married,I am not married,1.0,0.33,0.33,0.66,4.0
20 - 25,female,Business,Science,"Habiganj,57",Unmarried,not married,I am not married,1.0,0.66,1.0,0.66,5.0
26 - 30,prefer not to disclose,Medical,"Medical, Biological, Chemical","Bandarban,292",Unmarried,not married,I am not married,0.66,0.33,1.0,0.66,4.0
26 - 30,prefer not to disclose,Medical,"Medical, Biological, Chemical","Bandarban,292",Unmarried,not married,I am not married,0.66,1.0,0.33,1.0,4.0
26 - 30,prefer not to disclose,Medical,"Medical, Biological, Chemical","Bandarban,292",Unmarried,not married,I am not married,0.66,0.33,1.0,0.66,4.0
26 - 30,prefer not to disclose,Other,Science,"Pabna,430",Unmarried,not married,I am not married,0.66,1.0,1.0,0.66,5.0
26 - 30,prefer not to disclose,Other,Science,"Pabna,430",Unmarried,not married,I am not married,0.33,1.0,1.0,0.66,5.0
26 - 30,prefer not to disclose,Other,Science,"Pabna,430",Unmarried,not married,I am not married,0.66,0.66,0.33,1.0,3.0
26 - 30,prefer not to disclose,Business,Social,"Gazipur,249",Married,Yes,"Medical, Biological, Chemical",0.33,0.66,0.33,1.0,4.0
26 - 30,prefer not to disclose,Business,Social,"Gazipur,249",Married,Yes,"Medical, Biological, Chemical",0.33,0.33,1.0,0.33,3.0
26 - 30,prefer not to disclose,Business,Social,"Gazipur,249",Married,Yes,"Medical, Biological, Chemical",0.66,1.0,0.66,0.33,4.0
20 - 25,female,Business,Social,"Satkhira,320",Unmarried,not married,I am not married,0.33,0.66,1.0,0.33,4.0
20 - 25,female,Business,Social,"Satkhira,320",Unmarried,not married,I am not married,0.66,0.33,0.33,1.0,3.0
20 - 25,female,Business,Social,"Satkhira,320",Unmarried,not married,I am not married,0.33,0.66,1.0,0.66,4.0
20 - 25,female,Other,Social,"Mymensingh,397",Unmarried,not married,I am not married,1.0,0.66,0.66,0.33,5.0
20 - 25,female,Other,Social,"Mymensingh,397",Unmarried,not married,I am not married,0.33,1.0,0.33,1.0,4.0
20 - 25,female,Other,Social,"Mymensingh,397",Unmarried,not married,I am not married,1.0,0.33,1.0,0.33,4.0
41 or above,prefer not to disclose,Academia,Social,"Natore,449",Married,Spouce does not work,Engineering,1.0,1.0,1.0,1.0,5.0
41 or above,prefer not to disclose,Academia,Social,"Natore,449",Married,Spouce does not work,Engineering,0.66,0.33,0.66,1.0,4.0
41 or above,prefer not to disclose,Academia,Social,"Natore,449",Married,Spouce does not work,Engineering,0.66,1.0,0.33,1.0,4.0
20 - 25,female,Engineering and IT,Engineering,"Dhaka,463",Married,Yes,Social,0.66,0.66,0.66,0.66,4.0
20 - 25,female,Engineering and IT,Engineering,"Dhaka,463",Married,Yes,Social,1.0,0.66,0.66,0.66,5.0
20 - 25,female,Engineering and IT,Engineering,"Dhaka,463",Married,Yes,Social,0.33,1.0,1.0,1.0,4.0
26 - 30,male,Engineering and IT,Engineering,"Narayanganj,154",Unmarried,not married,I am not married,0.66,0.66,1.0,1.0,5.0
26 - 30,male,Engineering and IT,Engineering,"Narayanganj,154",Unmarried,not married,I am not married,0.66,1.0,0.33,1.0,4.0
26 - 30,male,Engineering and IT,Engineering,"Narayanganj,154",Unmarried,not married,I am not married,0.33,1.0,0.66,1.0,4.0
20 - 25,male,Academia,Business,"Sherpur,91",Unmarried,not married,I am not married,0.66,0.33,0.33,0.66,3.0
20 - 25,male,Academia,Business,"Sherpur,91",Unmarried,not married,I am not married,1.0,0.33,0.66,0.33,4.0
20 - 25,male,Academia,Business,"Sherpur,91",Unmarried,not married,I am not married,0.33,0.33,0.33,1.0,3.0
36 - 40,prefer not to disclose,Business,Science,"Magura,272",Unmarried,not married,I am not married,0.33,0.66,0.33,1.0,3.0
36 - 40,prefer not to disclose,Business,Science,"Magura,272",Unmarried,not married,I am not married,0.33,0.66,1.0,1.0,5.0
36 - 40,prefer not to disclose,Business,Science,"Magura,272",Unmarried,not married,I am not married,0.33,0.66,0.66,0.33,4.0
41 or above,female,Other,Science,"Bhola,401",Unmarried,not married,I am not married,0.33,1.0,0.66,0.33,4.0
41 or above,female,Other,Science,"Bhola,401",Unmarried,not married,I am not married,0.33,0.33,1.0,0.66,4.0
41 or above,female,Other,Science,"Bhola,401",Unmarried,not married,I am not married,1.0,1.0,0.66,1.0,5.0
36 - 40,prefer not to disclose,Other,Business,"Gopalganj,434",Unmarried,not married,I am not married,0.66,0.66,0.33,0.33,3.0
36 - 40,prefer not to disclose,Other,Business,"Gopalganj,434",Unmarried,not married,I am not married,0.66,0.66,1.0,0.66,5.0
36 - 40,prefer not to disclose,Other,Business,"Gopalganj,434",Unmarried,not married,I am not married,0.33,1.0,0.66,1.0,4.0
41 or above,prefer not to disclose,Medical,"Medical, Biological, Chemical","Jessore,441",Married,Yes,Business,0.33,1.0,1.0,0.66,5.0
41 or above,prefer not to disclose,Medical,"Medical, Biological, Chemical","Jessore,441",Married,Yes,Business,0.33,1.0,0.33,0.33,3.0
41 or above,prefer not to disclose,Medical,"Medical, Biological, Chemical","Jessore,441",Married,Yes,Business,0.33,0.33,0.33,1.0,3.0
31 - 35,female,Other,Business,"Cox's Bazar,449",Married,Yes,Social,0.66,1.0,0.33,0.66,4.0
31 - 35,female,Other,Business,"Cox's Bazar,449",Married,Yes,Social,1.0,0.33,0.66,0.66,5.0
31 - 35,female,Other,Business,"Cox's Bazar,449",Married,Yes,Social,0.33,0.66,0.33,0.33,3.0
41 or above,female,Student,Social,"Chuadanga,485",Unmarried,not married,I am not married,0.66,0.33,1.0,0.33,4.0
41 or above,female,Student,Social,"Chuadanga,485",Unmarried,not married,I am not married,0.33,1.0,0.33,0.33,4.0
41 or above,female,Student,Social,"Chuadanga,485",Unmarried,not married,I am not married,1.0,0.66,1.0,1.0,5.0
31 - 35,female,Other,Social,"Jamalpur,30",Married,No,"Medical, Biological, Chemical",0.66,1.0,1.0,0.66,5.0
31 - 35,female,Other,Social,"Jamalpur,30",Married,No,"Medical, Biological, Chemical",0.33,1.0,0.33,0.66,3.0
31 - 35,female,Other,Social,"Jamalpur,30",Married,No,"Medical, Biological, Chemical",1.0,0.33,0.66,1.0,5.0
36 - 40,prefer not to disclose,Business,Social,"Panchagarh,44",Unmarried,not married,I am not married,1.0,0.66,0.33,0.66,4.0
36 - 40,prefer not to disclose,Business,Social,"Panchagarh,44",Unmarried,not married,I am not married,0.33,0.66,1.0,1.0,5.0
36 - 40,prefer not to disclose,Business,Social,"Panchagarh,44",Unmarried,not married,I am not married,0.66,0.66,0.33,0.66,3.0
36 - 40,male,Business,Science,"Dhaka,379",Married,Spouce does not work,Engineering,0.66,0.66,0.33,1.0,4.0
36 - 40,male,Business,Science,"Dhaka,379",Married,Spouce does not work,Engineering,0.33,0.66,0.66,0.33,3.0
36 - 40,male,Business,Science,"Dhaka,379",Married,Spouce does not work,Engineering,0.66,0.33,0.66,0.66,3.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Chuadanga,3",Unmarried,not married,I am not married,0.66,1.0,0.66,0.66,5.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Chuadanga,3",Unmarried,not married,I am not married,1.0,0.66,0.66,0.33,4.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Chuadanga,3",Unmarried,not married,I am not married,0.33,0.66,1.0,0.66,5.0
36 - 40,male,Student,Science,"Chandpur,349",Unmarried,not married,I am not married,0.66,1.0,0.66,0.66,5.0
36 - 40,male,Student,Science,"Chandpur,349",Unmarried,not married,I am not married,1.0,0.33,0.33,0.33,3.0
36 - 40,male,Student,Science,"Chandpur,349",Unmarried,not married,I am not married,0.66,0.66,0.66,1.0,4.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Jamalpur,430",Unmarried,not married,I am not married,0.66,0.66,0.33,1.0,4.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Jamalpur,430",Unmarried,not married,I am not married,0.33,0.33,0.33,1.0,2.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Jamalpur,430",Unmarried,not married,I am not married,0.66,0.33,0.66,0.33,3.0
26 - 30,prefer not to disclose,Engineering and IT,Engineering,"Rajbari,136",Unmarried,not married,I am not married,0.66,1.0,1.0,0.66,5.0
26 - 30,prefer not to disclose,Engineering and IT,Engineering,"Rajbari,136",Unmarried,not married,I am not married,0.33,1.0,0.66,0.33,4.0
26 - 30,prefer not to disclose,Engineering and IT,Engineering,"Rajbari,136",Unmarried,not married,I am not married,0.66,0.33,0.66,0.66,3.0
36 - 40,female,Business,Social,"Thakurgaon,339",Married,Yes,Business,1.0,1.0,0.33,1.0,5.0
36 - 40,female,Business,Social,"Thakurgaon,339",Married,Yes,Business,1.0,0.66,0.33,0.66,4.0
36 - 40,female,Business,Social,"Thakurgaon,339",Married,Yes,Business,1.0,1.0,0.33,1.0,5.0
36 - 40,female,Other,Science,"Kurigram,439",Married,No,"Medical, Biological, Chemical",1.0,0.33,1.0,0.33,5.0
36 - 40,female,Other,Science,"Kurigram,439",Married,No,"Medical, Biological, Chemical",0.66,0.66,1.0,0.33,4.0
36 - 40,female,Other,Science,"Kurigram,439",Married,No,"Medical, Biological, Chemical",0.33,0.66,0.66,1.0,4.0
20 - 25,prefer not to disclose,Medical,"Medical, Biological, Chemical","Jhenaidah,84",Married,Yes,Social,1.0,0.66,1.0,0.66,5.0
20 - 25,prefer not to disclose,Medical,"Medical, Biological, Chemical","Jhenaidah,84",Married,Yes,Social,1.0,1.0,1.0,1.0,5.0
20 - 25,prefer not to disclose,Medical,"Medical, Biological, Chemical","Jhenaidah,84",Married,Yes,Social,1.0,0.33,0.66,0.66,4.0
20 - 25,prefer not to disclose,Medical,"Medical, Biological, Chemical","Madaripur,345",Unmarried,not married,I am not married,1.0,0.33,0.66,0.66,4.0
20 - 25,prefer not to disclose,Medical,"Medical, Biological, Chemical","Madaripur,345",Unmarried,not married,I am not married,0.33,1.0,0.66,0.33,4.0
20 - 25,prefer not to disclose,Medical,"Medical, Biological, Chemical","Madaripur,345",Unmarried,not married,I am not married,0.33,1.0,0.33,1.0,3.0
20 - 25,prefer not to disclose,Academia,Business,"Chittagong,73",Married,Spouce does not work,Other,1.0,1.0,1.0,1.0,5.0
20 - 25,prefer not to disclose,Academia,Business,"Chittagong,73",Married,Spouce does not work,Other,0.66,1.0,1.0,1.0,5.0
20 - 25,prefer not to disclose,Academia,Business,"Chittagong,73",Married,Spouce does not work,Other,0.66,0.66,1.0,0.66,4.0
36 - 40,female,Other,Science,"Rajshahi,143",Married,No,Science,0.33,1.0,0.66,1.0,4.0
36 - 40,female,Other,Science,"Rajshahi,143",Married,No,Science,0.66,0.33,0.66,0.66,4.0
36 - 40,female,Other,Science,"Rajshahi,143",Married,No,Science,0.66,1.0,0.66,1.0,5.0
36 - 40,male,Academia,Social,"Mymensingh,119",Unmarried,not married,I am not married,1.0,0.66,0.66,1.0,4.0
36 - 40,male,Academia,Social,"Mymensingh,119",Unmarried,not married,I am not married,0.66,1.0,0.33,1.0,4.0
36 - 40,male,Academia,Social,"Mymensingh,119",Unmarried,not married,I am not married,1.0,0.33,0.66,1.0,4.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Khulna,212",Unmarried,not married,I am not married,0.33,0.66,0.33,1.0,3.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Khulna,212",Unmarried,not married,I am not married,0.33,0.66,1.0,0.33,5.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Khulna,212",Unmarried,not married,I am not married,1.0,0.66,0.33,1.0,4.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Brahmanbaria,297",Married,No,Social,0.33,0.66,1.0,1.0,5.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Brahmanbaria,297",Married,No,Social,0.33,1.0,1.0,0.33,4.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Brahmanbaria,297",Married,No,Social,0.66,0.33,0.33,0.66,3.0
41 or above,female,Medical,"Medical, Biological, Chemical","Noakhali,486",Unmarried,not married,I am not married,0.66,0.66,1.0,0.33,5.0
41 or above,female,Medical,"Medical, Biological, Chemical","Noakhali,486",Unmarried,not married,I am not married,0.66,0.33,0.33,0.33,3.0
41 or above,female,Medical,"Medical, Biological, Chemical","Noakhali,486",Unmarried,not married,I am not married,0.66,0.33,1.0,0.33,4.0
36 - 40,prefer not to disclose,Academia,Social,"Gaibandha,341",Married,Yes,Science,0.33,0.66,1.0,0.33,3.0
36 - 40,prefer not to disclose,Academia,Social,"Gaibandha,341",Married,Yes,Science,0.33,0.33,0.66,0.66,3.0
36 - 40,prefer not to disclose,Academia,Social,"Gaibandha,341",Married,Yes,Science,0.66,1.0,1.0,0.66,5.0
41 or above,male,Student,Social,"Chapainawabganj,94",Unmarried,not married,I am not married,1.0,0.66,1.0,0.66,5.0
41 or above,male,Student,Social,"Chapainawabganj,94",Unmarried,not married,I am not married,0.33,0.66,0.66,0.33,4.0
41 or above,male,Student,Social,"Chapainawabganj,94",Unmarried,not married,I am not married,1.0,0.66,1.0,1.0,5.0
26 - 30,prefer not to disclose,Academia,Business,"Dhaka,364",Married,No,"Medical, Biological, Chemical",0.66,1.0,0.33,0.33,3.0
26 - 30,prefer not to disclose,Academia,Business,"Dhaka,364",Married,No,"Medical, Biological, Chemical",0.66,0.33,0.66,0.66,4.0
26 - 30,prefer not to disclose,Academia,Business,"Dhaka,364",Married,No,"Medical, Biological, Chemical",0.33,0.66,1.0,0.33,4.0
26 - 30,male,Engineering and IT,Engineering,"Rajbari,473",Married,Yes,Social,0.66,0.66,0.33,0.33,3.0
26 - 30,male,Engineering and IT,Engineering,"Rajbari,473",Married,Yes,Social,1.0,0.66,0.33,0.66,4.0
26 - 30,male,Engineering and IT,Engineering,"Rajbari,473",Married,Yes,Social,0.66,0.66,0.33,0.33,3.0
31 - 35,male,Engineering and IT,Engineering,"Rangpur,383",Married,Spouce does not work,Other,0.33,0.66,0.33,0.33,3.0
31 - 35,male,Engineering and IT,Engineering,"Rangpur,383",Married,Spouce does not work,Other,1.0,1.0,0.33,1.0,5.0
31 - 35,male,Engineering and IT,Engineering,"Rangpur,383",Married,Spouce does not work,Other,1.0,1.0,1.0,0.33,5.0
31 - 35,male,Academia,Business,"Khulna,128",Unmarried,not married,I am not married,0.33,0.33,0.33,0.33,3.0
31 - 35,male,Academia,Business,"Khulna,128",Unmarried,not married,I am not married,0.66,1.0,0.66,0.66,4.0
31 - 35,male,Academia,Business,"Khulna,128",Unmarried,not married,I am not married,1.0,1.0,1.0,1.0,5.0
41 or above,female,Other,Science,"Jessore,475",Unmarried,not married,I am not married,0.66,0.66,0.66,0.66,4.0
41 or above,female,Other,Science,"Jessore,475",Unmarried,not married,I am not married,0.33,0.33,0.66,0.33,3.0
41 or above,female,Other,Science,"Jessore,475",Unmarried,not married,I am not married,0.66,1.0,1.0,0.33,5.0
36 - 40,prefer not to disclose,Other,Science,"Jhalokati,443",Unmarried,not married,I am not married,0.33,1.0,0.33,0.66,3.0
36 - 40,prefer not to disclose,Other,Science,"Jhalokati,443",Unmarried,not married,I am not married,1.0,0.33,0.33,0.33,3.0
36 - 40,prefer not to disclose,Other,Science,"Jhalokati,443",Unmarried,not married,I am not married,1.0,0.66,1.0,1.0,5.0
20 - 25,female,Medical,"Medical, Biological, Chemical","Narsingdi,451",Married,Yes,Social,0.33,1.0,0.66,1.0,4.0
20 - 25,female,Medical,"Medical, Biological, Chemical","Narsingdi,451",Married,Yes,Social,0.33,1.0,0.66,0.66,4.0
20 - 25,female,Medical,"Medical, Biological, Chemical","Narsingdi,451",Married,Yes,Social,0.33,1.0,1.0,0.66,4.0
31 - 35,prefer not to disclose,Academia,Science,"Joypurhat,434",Unmarried,not married,I am not married,0.33,1.0,1.0,0.33,5.0
31 - 35,prefer not to disclose,Academia,Science,"Joypurhat,434",Unmarried,not married,I am not married,0.33,0.66,1.0,0.33,4.0
31 - 35,prefer not to disclose,Academia,Science,"Joypurhat,434",Unmarried,not married,I am not married,0.33,1.0,0.33,0.33,4.0
41 or above,prefer not to disclose,Business,Science,"Shariatpur,158",Married,Spouce does not work,Science,0.33,0.66,0.33,1.0,4.0
41 or above,prefer not to disclose,Business,Science,"Shariatpur,158",Married,Spouce does not work,Science,1.0,1.0,0.33,1.0,5.0
41 or above,prefer not to disclose,Business,Science,"Shariatpur,158",Married,Spouce does not work,Science,0.66,0.33,1.0,0.33,4.0
26 - 30,female,Engineering and IT,Engineering,"Narayanganj,14",Unmarried,not married,I am not married,1.0,0.66,1.0,0.33,5.0
26 - 30,female,Engineering and IT,Engineering,"Narayanganj,14",Unmarried,not married,I am not married,0.33,0.33,0.66,1.0,3.0
26 - 30,female,Engineering and IT,Engineering,"Narayanganj,14",Unmarried,not married,I am not married,0.66,1.0,1.0,1.0,5.0
31 - 35,prefer not to disclose,Academia,Science,"Rajshahi,339",Unmarried,not married,I am not married,1.0,0.66,0.66,0.66,4.0
31 - 35,prefer not to disclose,Academia,Science,"Rajshahi,339",Unmarried,not married,I am not married,0.33,0.33,0.33,0.33,2.0
31 - 35,prefer not to disclose,Academia,Science,"Rajshahi,339",Unmarried,not married,I am not married,0.33,1.0,0.66,1.0,5.0
36 - 40,male,Other,Social,"Munshiganj,490",Unmarried,not married,I am not married,0.66,0.66,1.0,0.33,5.0
36 - 40,male,Other,Social,"Munshiganj,490",Unmarried,not married,I am not married,1.0,1.0,0.66,0.33,5.0
36 - 40,male,Other,Social,"Munshiganj,490",Unmarried,not married,I am not married,0.33,0.66,0.66,0.66,4.0
26 - 30,male,Student,Science,"Satkhira,109",Married,No,Social,1.0,1.0,0.33,0.66,4.0
26 - 30,male,Student,Science,"Satkhira,109",Married,No,Social,0.33,0.33,1.0,0.66,4.0
26 - 30,male,Student,Science,"Satkhira,109",Married,No,Social,1.0,1.0,1.0,1.0,5.0
