age,gender,occupation,education,hometown,marital status,spouse moving status,spouse employment status,security,schooling,house rent,distance from HT,satisfaction
41 or above,prefer not to disclose,Student,Social,"Pabna,69",Unmarried,not married,I am not married,0.33,1.0,1.0,0.66,5.0
41 or above,prefer not to disclose,Student,Social,"Pabna,69",Unmarried,not married,I am not married,0.66,0.66,0.33,1.0,4.0
41 or above,prefer not to disclose,Student,Social,"Pabna,69",Unmarried,not married,I am not married,0.66,0.66,0.66,0.33,4.0
20 - 25,prefer not to disclose,Academia,Business,"Meherpur,426",Unmarried,not married,I am not married,0.33,1.0,0.66,0.33,4.0
20 - 25,prefer not to disclose,Academia,Business,"Meherpur,426",Unmarried,not married,I am not married,0.33,0.33,0.66,1.0,3.0
20 - 25,prefer not to disclose,Academia,Business,"Meherpur,426",Unmarried,not married,I am not married,0.33,0.33,0.66,0.66,3.0
36 - 40,female,Engineering and IT,Engineering,"Bogra,196",Married,No,Engineering,0.66,0.33,0.66,0.33,4.0
36 - 40,female,Engineering and IT,Engineering,"Bogra,196",Married,No,Engineering,0.33,0.33,0.33,0.33,2.0
36 - 40,female,Engineering and IT,Engineering,"Bogra,196",Married,No,Engineering,0.66,1.0,1.0,1.0,5.0
26 - 30,male,Academia,Business,"Jhenaidah,67",Unmarried,not married,I am not married,0.66,0.66,0.33,1.0,3.0
26 - 30,male,Academia,Business,"Jhenaidah,67",Unmarried,not married,I am not married,0.66,0.33,0.66,1.0,4.0
26 - 30,male,Academia,Business,"Jhenaidah,67",Unmarried,not married,I am not married,1.0,0.33,1.0,0.66,5.0
20 - 25,prefer not to disclose,Medical,"Medical, Biological, Chemical","Lakshmipur,10",Unmarried,not married,I am not married,1.0,1.0,1.0,0.33,5.0
20 - 25,prefer not to disclose,Medical,"Medical, Biological, Chemical","Lakshmipur,10",Unmarried,not married,I am not married,1.0,0.33,0.66,0.66,4.0
20 - 25,prefer not to disclose,Medical,"Medical, Biological, Chemical","Lakshmipur,10",Unmarried,not married,I am not married,0.66,0.66,0.66,0.66,4.0
26 - 30,female,Medical,"Medical, Biological, Chemical","Khagrachhari,55",Married,No,Social,1.0,0.66,0.33,1.0,5.0
26 - 30,female,Medical,"Medical, Biological, Chemical","Khagrachhari,55",Married,No,Social,1.0,0.33,0.33,0.33,4.0
26 - 30,female,Medical,"Medical, Biological, Chemical","Khagrachhari,55",Married,No,Social,1.0,0.66,0.66,0.33,4.0
26 - 30,prefer not to disclose,Academia,Science,"Rangamati,234",Married,Spouce does not work,Social,1.0,0.66,1.0,0.66,5.0
26 - 30,prefer not to disclose,Academia,Science,"Rangamati,234",Married,Spouce does not work,Social,0.33,0.66,1.0,0.33,3.0
26 - 30,prefer not to disclose,Academia,Science,"Rangamati,234",Married,Spouce does not work,Social,0.33,0.33,0.33,0.33,2.0
26 - 30,prefer not to disclose,Student,Science,"Feni,31",Unmarried,not married,I am not married,1.0,1.0,0.66,0.33,5.0
26 - 30,prefer not to disclose,Student,Science,"Feni,31",Unmarried,not married,I am not married,1.0,0.66,1.0,0.33,5.0
26 - 30,prefer not to disclose,Student,Science,"Feni,31",Unmarried,not married,I am not married,0.66,0.66,0.33,0.33,3.0
41 or above,male,Medical,"Medical, Biological, Chemical","Brahmanbaria,171",Unmarried,not married,I am not married,0.33,0.66,0.33,0.66,3.0
41 or above,male,Medical,"Medical, Biological, Chemical","Brahmanbaria,171",Unmarried,not married,I am not married,0.33,0.66,1.0,1.0,5.0
41 or above,male,Medical,"Medical, Biological, Chemical","Brahmanbaria,171",Unmarried,not married,I am not married,0.33,0.66,0.66,0.33,4.0
36 - 40,female,Engineering and IT,Engineering,"Bagerhat,466",Married,No,Science,0.33,1.0,0.66,0.33,3.0
36 - 40,female,Engineering and IT,Engineering,"Bagerhat,466",Married,No,Science,0.33,0.66,0.33,0.66,3.0
36 - 40,female,Engineering and IT,Engineering,"Bagerhat,466",Married,No,Science,1.0,0.66,0.66,0.66,5.0
41 or above,prefer not to disclose,Academia,Science,"Jessore,363",Married,Spouce does not work,Business,1.0,1.0,1.0,1.0,5.0
41 or above,prefer not to disclose,Academia,Science,"Jessore,363",Married,Spouce does not work,Business,0.66,0.66,1.0,0.66,5.0
41 or above,prefer not to disclose,Academia,Science,"Jessore,363",Married,Spouce does not work,Business,0.33,0.33,0.66,1.0,4.0
20 - 25,female,Student,Science,"Gopalganj,402",Unmarried,not married,I am not married,0.66,1.0,0.33,0.33,4.0
20 - 25,female,Student,Science,"Gopalganj,402",Unmarried,not married,I am not married,0.66,1.0,0.66,0.66,5.0
20 - 25,female,Student,Science,"Gopalganj,402",Unmarried,not married,I am not married,1.0,1.0,0.33,0.33,4.0
20 - 25,female,Engineering and IT,Engineering,"Narail,211",Unmarried,not married,I am not married,0.33,1.0,0.33,0.33,3.0
20 - 25,female,Engineering and IT,Engineering,"Narail,211",Unmarried,not married,I am not married,0.66,0.33,0.33,0.66,3.0
20 - 25,female,Engineering and IT,Engineering,"Narail,211",Unmarried,not married,I am not married,0.66,0.33,0.33,0.33,3.0
20 - 25,prefer not to disclose,Student,Social,"Bogra,365",Married,Yes,Other,1.0,0.66,0.33,0.33,4.0
20 - 25,prefer not to disclose,Student,Social,"Bogra,365",Married,Yes,Other,0.66,0.66,0.66,1.0,5.0
20 - 25,prefer not to disclose,Student,Social,"Bogra,365",Married,Yes,Other,0.33,0.33,0.66,0.33,3.0
31 - 35,male,Other,Social,"Narayanganj,187",Married,Spouce does not work,Social,1.0,0.66,0.33,0.66,4.0
31 - 35,male,Other,Social,"Narayanganj,187",Married,Spouce does not work,Social,1.0,0.33,0.33,0.66,4.0
31 - 35,male,Other,Social,"Narayanganj,187",Married,Spouce does not work,Social,1.0,0.66,0.33,0.66,4.0
26 - 30,female,Engineering and IT,Engineering,"Chandpur,56",Married,Yes,Other,0.66,0.33,0.66,0.33,3.0
26 - 30,female,Engineering and IT,Engineering,"Chandpur,56",Married,Yes,Other,1.0,0.33,0.33,0.66,4.0
26 - 30,female,Engineering and IT,Engineering,"Chandpur,56",Married,Yes,Other,1.0,1.0,1.0,1.0,5.0
31 - 35,female,Engineering and IT,Engineering,"Shariatpur,459",Unmarried,not married,I am not married,0.33,1.0,0.66,0.66,4.0
31 - 35,female,Engineering and IT,Engineering,"Shariatpur,459",Unmarried,not married,I am not married,0.66,0.66,0.33,0.66,3.0
31 - 35,female,Engineering and IT,Engineering,"Shariatpur,459",Unmarried,not married,I am not married,0.66,0.33,0.66,1.0,4.0
36 - 40,prefer not to disclose,Business,Social,"Shariatpur,260",Married,Spouce does not work,Science,0.66,1.0,1.0,1.0,5.0
36 - 40,prefer not to disclose,Business,Social,"Shariatpur,260",Married,Spouce does not work,Science,0.66,1.0,0.33,0.66,4.0
36 - 40,prefer not to disclose,Business,Social,"Shariatpur,260",Married,Spouce does not work,Science,1.0,0.66,0.33,0.33,4.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Faridpur,276",Unmarried,not married,I am not married,0.33,0.66,1.0,0.66,5.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Faridpur,276",Unmarried,not married,I am not married,0.66,1.0,1.0,0.66,5.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Faridpur,276",Unmarried,not married,I am not married,0.66,0.66,0.66,0.33,4.0
31 - 35,prefer not to disclose,Engineering and IT,Engineering,"Natore,332",Unmarried,not married,I am not married,1.0,0.66,0.66,0.66,5.0
31 - 35,prefer not to disclose,Engineering and IT,Engineering,"Natore,332",Unmarried,not married,I am not married,0.33,1.0,0.66,0.33,4.0
31 - 35,prefer not to disclose,Engineering and IT,Engineering,"Natore,332",Unmarried,not married,I am not married,1.0,0.66,1.0,1.0,5.0
26 - 30,female,Student,Social,"Satkhira,40",Unmarried,not married,I am not married,0.66,0.66,0.33,1.0,4.0
26 - 30,female,Student,Social,"Satkhira,40",Unmarried,not married,I am not married,0.66,0.66,0.66,1.0,4.0
26 - 30,female,Student,Social,"Satkhira,40",Unmarried,not married,I am not married,1.0,0.66,0.66,0.66,5.0
36 - 40,prefer not to disclose,Other,Social,"Feni,36",Unmarried,not married,I am not married,0.33,1.0,0.66,1.0,4.0
36 - 40,prefer not to disclose,Other,Social,"Feni,36",Unmarried,not married,I am not married,0.33,0.66,1.0,0.33,5.0
36 - 40,prefer not to disclose,Other,Social,"Feni,36",Unmarried,not married,I am not married,0.33,1.0,0.33,1.0,3.0
31 - 35,female,Academia,Science,"Sunamganj,308",Married,Yes,Science,0.66,0.66,0.33,0.33,3.0
31 - 35,female,Academia,Science,"Sunamganj,308",Married,Yes,Science,0.33,0.33,1.0,0.33,3.0
31 - 35,female,Academia,Science,"Sunamganj,308",Married,Yes,Science,0.66,0.66,0.66,0.33,3.0
41 or above,female,Student,Business,"Narail,384",Married,No,"Medical, Biological, Chemical",0.66,0.66,0.66,1.0,5.0
41 or above,female,Student,Business,"Narail,384",Married,No,"Medical, Biological, Chemical",1.0,0.33,0.33,1.0,5.0
41 or above,female,Student,Business,"Narail,384",Married,No,"Medical, Biological, Chemical",0.66,1.0,0.66,1.0,5.0
31 - 35,male,Business,Business,"Chandpur,99",Unmarried,not married,I am not married,1.0,0.33,0.66,1.0,4.0
31 - 35,male,Business,Business,"Chandpur,99",Unmarried,not married,I am not married,1.0,0.66,0.66,0.66,4.0
31 - 35,male,Business,Business,"Chandpur,99",Unmarried,not married,I am not married,0.66,0.33,1.0,1.0,5.0
31 - 35,prefer not to disclose,Engineering and IT,Engineering,"Pirojpur,150",Married,No,Social,0.66,0.33,1.0,0.66,5.0
31 - 35,prefer not to disclose,Engineering and IT,Engineering,"Pirojpur,150",Married,No,Social,1.0,0.66,0.66,0.66,5.0
31 - 35,prefer not to disclose,Engineering and IT,Engineering,"Pirojpur,150",Married,No,Social,0.66,0.66,0.66,0.66,4.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Narayanganj,333",Unmarried,not married,I am not married,1.0,0.66,1.0,1.0,5.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Narayanganj,333",Unmarried,not married,I am not married,1.0,1.0,0.33,0.66,4.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Narayanganj,333",Unmarried,not married,I am not married,1.0,0.66,0.66,1.0,5.0
31 - 35,male,Engineering and IT,Engineering,"Nilphamari,161",Unmarried,not married,I am not married,1.0,1.0,0.66,1.0,5.0
31 - 35,male,Engineering and IT,Engineering,"Nilphamari,161",Unmarried,not married,I am not married,1.0,1.0,0.33,1.0,4.0
31 - 35,male,Engineering and IT,Engineering,"Nilphamari,161",Unmarried,not married,I am not married,1.0,0.33,1.0,1.0,5.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Brahmanbaria,325",Unmarried,not married,I am not married,0.33,0.66,0.66,1.0,4.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Brahmanbaria,325",Unmarried,not married,I am not married,1.0,0.66,0.66,0.66,5.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Brahmanbaria,325",Unmarried,not married,I am not married,0.66,0.66,0.66,0.66,4.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Lakshmipur,258",Unmarried,not married,I am not married,1.0,1.0,0.33,1.0,4.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Lakshmipur,258",Unmarried,not married,I am not married,1.0,1.0,1.0,1.0,5.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Lakshmipur,258",Unmarried,not married,I am not married,0.66,0.66,1.0,0.66,5.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Nilphamari,402",Unmarried,not married,I am not married,1.0,0.66,1.0,0.33,5.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Nilphamari,402",Unmarried,not married,I am not married,0.66,1.0,0.66,0.33,5.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Nilphamari,402",Unmarried,not married,I am not married,1.0,0.66,0.33,0.66,4.0
41 or above,female,Business,Science,"Comilla,144",Married,No,Engineering,1.0,0.33,0.33,0.33,4.0
41 or above,female,Business,Science,"Comilla,144",Married,No,Engineering,0.66,1.0,0.66,0.66,4.0
41 or above,female,Business,Science,"Comilla,144",Married,No,Engineering,0.66,0.33,0.33,0.66,4.0
36 - 40,prefer not to disclose,Student,Science,"Jhalokati,123",Married,Spouce does not work,Other,0.66,0.33,1.0,0.66,4.0
36 - 40,prefer not to disclose,Student,Science,"Jhalokati,123",Married,Spouce does not work,Other,1.0,0.33,0.33,1.0,5.0
36 - 40,prefer not to disclose,Student,Science,"Jhalokati,123",Married,Spouce does not work,Other,0.66,1.0,0.66,0.66,4.0
36 - 40,prefer not to disclose,Academia,Science,"Sylhet,448",Unmarried,not married,I am not married,0.66,0.33,0.33,1.0,3.0
36 - 40,prefer not to disclose,Academia,Science,"Sylhet,448",Unmarried,not married,I am not married,1.0,0.33,0.33,0.33,3.0
36 - 40,prefer not to disclose,Academia,Science,"Sylhet,448",Unmarried,not married,I am not married,0.66,1.0,0.33,0.33,4.0
31 - 35,prefer not to disclose,Business,Business,"Narayanganj,225",Married,Spouce does not work,Engineering,1.0,1.0,1.0,0.33,5.0
31 - 35,prefer not to disclose,Business,Business,"Narayanganj,225",Married,Spouce does not work,Engineering,0.33,0.66,1.0,0.33,4.0
31 - 35,prefer not to disclose,Business,Business,"Narayanganj,225",Married,Spouce does not work,Engineering,0.66,1.0,0.66,0.66,4.0
31 - 35,male,Engineering and IT,Engineering,"Pabna,182",Unmarried,not married,I am not married,1.0,1.0,0.66,0.33,5.0
31 - 35,male,Engineering and IT,Engineering,"Pabna,182",Unmarried,not married,I am not married,1.0,0.66,0.66,0.66,5.0
31 - 35,male,Engineering and IT,Engineering,"Pabna,182",Unmarried,not married,I am not married,0.66,1.0,0.33,0.66,4.0
36 - 40,female,Student,Business,"Cox's Bazar,88",Unmarried,not married,I am not married,1.0,1.0,0.33,1.0,5.0
36 - 40,female,Student,Business,"Cox's Bazar,88",Unmarried,not married,I am not married,0.66,0.66,1.0,0.66,5.0
36 - 40,female,Student,Business,"Cox's Bazar,88",Unmarried,not married,I am not married,0.66,0.66,0.33,1.0,3.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Jamalpur,480",Married,No,"Medical, Biological, Chemical",1.0,0.66,1.0,0.33,5.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Jamalpur,480",Married,No,"Medical, Biological, Chemical",0.33,0.33,0.66,1.0,4.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Jamalpur,480",Married,No,"Medical, Biological, Chemical",1.0,0.33,0.33,1.0,5.0
26 - 30,female,Medical,"Medical, Biological, Chemical","Rajbari,55",Married,Spouce does not work,"Medical, Biological, Chemical",0.66,0.66,0.66,0.33,4.0
26 - 30,female,Medical,"Medical, Biological, Chemical","Rajbari,55",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,0.66,0.33,0.33,3.0
26 - 30,female,Medical,"Medical, Biological, Chemical","Rajbari,55",Married,Spouce does not work,"Medical, Biological, Chemical",0.66,1.0,0.33,0.33,3.0
31 - 35,male,Other,Business,"Khagrachhari,391",Married,Yes,Other,0.33,0.33,0.66,0.66,3.0
31 - 35,male,Other,Business,"Khagrachhari,391",Married,Yes,Other,0.33,0.66,0.66,0.66,3.0
31 - 35,male,Other,Business,"Khagrachhari,391",Married,Yes,Other,0.33,0.66,0.33,1.0,4.0
20 - 25,prefer not to disclose,Student,Business,"Lalmonirhat,423",Married,Yes,Science,0.33,1.0,0.66,0.66,4.0
20 - 25,prefer not to disclose,Student,Business,"Lalmonirhat,423",Married,Yes,Science,0.33,1.0,0.66,0.66,4.0
20 - 25,prefer not to disclose,Student,Business,"Lalmonirhat,423",Married,Yes,Science,0.33,0.33,0.33,0.33,3.0
26 - 30,female,Business,Science,"Chuadanga,189",Married,No,Social,0.66,0.33,0.33,0.33,3.0
26 - 30,female,Business,Science,"Chuadanga,189",Married,No,Social,1.0,1.0,0.33,0.33,4.0
26 - 30,female,Business,Science,"Chuadanga,189",Married,No,Social,1.0,0.33,0.33,1.0,5.0
20 - 25,male,Engineering and IT,Engineering,"Shariatpur,319",Unmarried,not married,I am not married,0.33,0.33,0.33,0.66,3.0
20 - 25,male,Engineering and IT,Engineering,"Shariatpur,319",Unmarried,not married,I am not married,1.0,1.0,0.33,0.33,4.0
20 - 25,male,Engineering and IT,Engineering,"Shariatpur,319",Unmarried,not married,I am not married,0.66,0.33,0.33,0.66,3.0
31 - 35,male,Student,Science,"Feni,199",Married,No,Business,0.66,0.66,0.66,0.33,4.0
31 - 35,male,Student,Science,"Feni,199",Married,No,Business,0.33,0.66,0.66,1.0,4.0
31 - 35,male,Student,Science,"Feni,199",Married,No,Business,1.0,1.0,0.66,0.66,5.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Rangpur,219",Married,No,Engineering,0.66,1.0,0.66,1.0,5.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Rangpur,219",Married,No,Engineering,0.33,0.66,0.33,0.33,3.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Rangpur,219",Married,No,Engineering,1.0,1.0,0.33,1.0,5.0
41 or above,male,Business,Science,"Khulna,262",Married,Yes,Other,1.0,0.66,0.66,0.66,5.0
41 or above,male,Business,Science,"Khulna,262",Married,Yes,Other,1.0,1.0,1.0,0.33,5.0
41 or above,male,Business,Science,"Khulna,262",Married,Yes,Other,0.66,0.66,1.0,1.0,5.0
26 - 30,male,Academia,Social,"Sherpur,169",Married,No,Other,0.66,0.33,0.33,0.33,3.0
26 - 30,male,Academia,Social,"Sherpur,169",Married,No,Other,0.33,0.66,1.0,0.66,4.0
26 - 30,male,Academia,Social,"Sherpur,169",Married,No,Other,0.66,1.0,1.0,1.0,5.0
41 or above,prefer not to disclose,Business,Science,"Patuakhali,169",Married,Yes,Social,1.0,1.0,0.33,1.0,5.0
41 or above,prefer not to disclose,Business,Science,"Patuakhali,169",Married,Yes,Social,1.0,0.33,0.33,0.33,3.0
41 or above,prefer not to disclose,Business,Science,"Patuakhali,169",Married,Yes,Social,1.0,1.0,0.66,0.66,5.0
26 - 30,female,Business,Science,"Joypurhat,484",Unmarried,not married,I am not married,0.33,1.0,0.33,1.0,3.0
26 - 30,female,Business,Science,"Joypurhat,484",Unmarried,not married,I am not married,0.33,0.66,1.0,1.0,5.0
26 - 30,female,Business,Science,"Joypurhat,484",Unmarried,not married,I am not married,1.0,0.33,1.0,1.0,5.0
41 or above,male,Business,Business,"Gopalganj,297",Unmarried,not married,I am not married,1.0,0.33,0.66,0.33,4.0
41 or above,male,Business,Business,"Gopalganj,297",Unmarried,not married,I am not married,1.0,0.33,0.33,0.33,3.0
41 or above,male,Business,Business,"Gopalganj,297",Unmarried,not married,I am not married,0.66,0.33,0.66,0.66,4.0
26 - 30,prefer not to disclose,Engineering and IT,Engineering,"Comilla,422",Married,Yes,"Medical, Biological, Chemical",1.0,1.0,0.33,0.66,4.0
26 - 30,prefer not to disclose,Engineering and IT,Engineering,"Comilla,422",Married,Yes,"Medical, Biological, Chemical",0.66,1.0,1.0,0.33,4.0
26 - 30,prefer not to disclose,Engineering and IT,Engineering,"Comilla,422",Married,Yes,"Medical, Biological, Chemical",0.33,1.0,0.33,0.33,3.0
20 - 25,male,Engineering and IT,Engineering,"Sirajganj,157",Unmarried,not married,I am not married,0.33,0.66,0.33,0.33,3.0
20 - 25,male,Engineering and IT,Engineering,"Sirajganj,157",Unmarried,not married,I am not married,0.66,0.66,0.66,1.0,4.0
20 - 25,male,Engineering and IT,Engineering,"Sirajganj,157",Unmarried,not married,I am not married,0.33,0.66,1.0,0.33,5.0
41 or above,female,Medical,"Medical, Biological, Chemical","Sunamganj,178",Married,Spouce does not work,Engineering,1.0,0.66,1.0,0.66,5.0
41 or above,female,Medical,"Medical, Biological, Chemical","Sunamganj,178",Married,Spouce does not work,Engineering,0.66,0.66,0.33,1.0,4.0
41 or above,female,Medical,"Medical, Biological, Chemical","Sunamganj,178",Married,Spouce does not work,Engineering,1.0,0.66,0.66,0.66,5.0
31 - 35,prefer not to disclose,Student,Business,"Gazipur,448",Unmarried,not married,I am not married,0.33,0.33,0.66,0.33,3.0
31 - 35,prefer not to disclose,Student,Business,"Gazipur,448",Unmarried,not married,I am not married,1.0,0.33,1.0,1.0,5.0
31 - 35,prefer not to disclose,Student,Business,"Gazipur,448",Unmarried,not married,I am not married,0.33,0.33,1.0,0.33,4.0
36 - 40,prefer not to disclose,Engineering and IT,Engineering,"Habiganj,179",Unmarried,not married,I am not married,0.33,0.33,1.0,0.33,4.0
36 - 40,prefer not to disclose,Engineering and IT,Engineering,"Habiganj,179",Unmarried,not married,I am not married,0.66,1.0,1.0,0.66,5.0
36 - 40,prefer not to disclose,Engineering and IT,Engineering,"Habiganj,179",Unmarried,not married,I am not married,0.33,0.33,0.33,1.0,3.0
20 - 25,prefer not to disclose,Other,Science,"Narsingdi,189",Unmarried,not married,I am not married,0.33,0.66,1.0,0.66,5.0
20 - 25,prefer not to disclose,Other,Science,"Narsingdi,189",Unmarried,not married,I am not married,0.66,1.0,0.33,0.66,4.0
20 - 25,prefer not to disclose,Other,Science,"Narsingdi,189",Unmarried,not married,I am not married,0.33,1.0,0.66,1.0,4.0
20 - 25,prefer not to disclose,Business,Business,"Lakshmipur,479",Unmarried,not married,I am not married,1.0,0.33,0.33,0.33,3.0
20 - 25,prefer not to disclose,Business,Business,"Lakshmipur,479",Unmarried,not married,I am not married,0.66,0.33,0.33,0.33,3.0
20 - 25,prefer not to disclose,Business,Business,"Lakshmipur,479",Unmarried,not married,I am not married,0.66,1.0,0.66,0.33,5.0
20 - 25,male,Engineering and IT,Engineering,"Natore,217",Married,Yes,Business,1.0,0.66,0.33,1.0,4.0
20 - 25,male,Engineering and IT,Engineering,"Natore,217",Married,Yes,Business,0.66,0.66,0.66,0.33,4.0
20 - 25,male,Engineering and IT,Engineering,"Natore,217",Married,Yes,Business,0.33,0.33,1.0,0.33,3.0
36 - 40,prefer not to disclose,Medical,"Medical, Biological, Chemical","Manikganj,68",Unmarried,not married,I am not married,0.33,0.66,0.33,1.0,3.0
36 - 40,prefer not to disclose,Medical,"Medical, Biological, Chemical","Manikganj,68",Unmarried,not married,I am not married,0.66,1.0,1.0,1.0,5.0
36 - 40,prefer not to disclose,Medical,"Medical, Biological, Chemical","Manikganj,68",Unmarried,not married,I am not married,0.33,1.0,0.66,1.0,4.0
41 or above,female,Medical,"Medical, Biological, Chemical","Kishoreganj,432",Unmarried,not married,I am not married,1.0,0.33,0.33,0.66,3.0
41 or above,female,Medical,"Medical, Biological, Chemical","Kishoreganj,432",Unmarried,not married,I am not married,0.33,1.0,0.66,0.33,4.0
41 or above,female,Medical,"Medical, Biological, Chemical","Kishoreganj,432",Unmarried,not married,I am not married,0.66,1.0,0.66,1.0,5.0
36 - 40,female,Student,Science,"Shariatpur,337",Unmarried,not married,I am not married,0.66,0.66,0.33,1.0,3.0
36 - 40,female,Student,Science,"Shariatpur,337",Unmarried,not married,I am not married,0.33,1.0,1.0,1.0,5.0
36 - 40,female,Student,Science,"Shariatpur,337",Unmarried,not married,I am not married,0.66,0.66,0.66,1.0,4.0
36 - 40,female,Business,Science,"Jamalpur,136",Married,No,Engineering,1.0,0.66,0.33,1.0,5.0
36 - 40,female,Business,Science,"Jamalpur,136",Married,No,Engineering,0.66,0.66,0.66,0.66,4.0
36 - 40,female,Business,Science,"Jamalpur,136",Married,No,Engineering,1.0,0.33,0.66,0.33,4.0
36 - 40,prefer not to disclose,Business,Business,"Habiganj,169",Unmarried,not married,I am not married,0.33,0.33,0.66,0.33,3.0
36 - 40,prefer not to disclose,Business,Business,"Habiganj,169",Unmarried,not married,I am not married,0.66,0.66,0.33,1.0,3.0
36 - 40,prefer not to disclose,Business,Business,"Habiganj,169",Unmarried,not married,I am not married,1.0,0.33,1.0,0.33,5.0
31 - 35,male,Academia,Science,"Dinajpur,187",Unmarried,not married,I am not married,0.33,0.33,0.33,1.0,3.0
31 - 35,male,Academia,Science,"Dinajpur,187",Unmarried,not married,I am not married,0.66,1.0,0.66,1.0,4.0
31 - 35,male,Academia,Science,"Dinajpur,187",Unmarried,not married,I am not married,0.33,0.33,1.0,1.0,4.0
31 - 35,female,Other,Science,"Joypurhat,246",Married,Spouce does not work,Social,1.0,0.33,1.0,1.0,5.0
31 - 35,female,Other,Science,"Joypurhat,246",Married,Spouce does not work,Social,0.33,0.33,0.33,0.66,3.0
31 - 35,female,Other,Science,"Joypurhat,246",Married,Spouce does not work,Social,0.33,1.0,0.66,0.33,3.0
31 - 35,prefer not to disclose,Business,Social,"Rajshahi,401",Married,Spouce does not work,Science,0.33,1.0,1.0,0.66,4.0
31 - 35,prefer not to disclose,Business,Social,"Rajshahi,401",Married,Spouce does not work,Science,0.66,1.0,0.66,0.66,4.0
31 - 35,prefer not to disclose,Business,Social,"Rajshahi,401",Married,Spouce does not work,Science,0.33,0.33,0.66,0.66,3.0
26 - 30,female,Student,Business,"Bhola,127",Unmarried,not married,I am not married,0.33,1.0,1.0,1.0,5.0
26 - 30,female,Student,Business,"Bhola,127",Unmarried,not married,I am not married,1.0,0.66,0.33,0.33,4.0
26 - 30,female,Student,Business,"Bhola,127",Unmarried,not married,I am not married,1.0,0.33,0.33,0.33,3.0
36 - 40,male,Other,Business,"Jamalpur,7",Unmarried,not married,I am not married,1.0,1.0,1.0,0.66,5.0
36 - 40,male,Other,Business,"Jamalpur,7",Unmarried,not married,I am not married,0.33,1.0,0.66,0.33,4.0
36 - 40,male,Other,Business,"Jamalpur,7",Unmarried,not married,I am not married,1.0,1.0,0.66,0.33,5.0
41 or above,male,Engineering and IT,Engineering,"Bhola,395",Unmarried,not married,I am not married,0.66,0.66,0.66,0.33,4.0
41 or above,male,Engineering and IT,Engineering,"Bhola,395",Unmarried,not married,I am not married,0.66,0.66,0.66,0.33,4.0
41 or above,male,Engineering and IT,Engineering,"Bhola,395",Unmarried,not married,I am not married,1.0,0.33,1.0,0.66,5.0
36 - 40,male,Medical,"Medical, Biological, Chemical","Jamalpur,31",Married,Yes,Social,1.0,0.66,1.0,0.33,5.0
36 - 40,male,Medical,"Medical, Biological, Chemical","Jamalpur,31",Married,Yes,Social,1.0,0.66,0.66,0.66,4.0
36 - 40,male,Medical,"Medical, Biological, Chemical","Jamalpur,31",Married,Yes,Social,0.66,0.66,0.66,0.66,4.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Comilla,104",Married,Spouce does not work,Other,0.66,1.0,1.0,0.66,5.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Comilla,104",Married,Spouce does not work,Other,0.66,0.33,0.66,1.0,5.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Comilla,104",Married,Spouce does not work,Other,0.33,1.0,1.0,0.66,4.0
36 - 40,female,Student,Social,"Nilphamari,40",Married,No,Science,1.0,0.33,1.0,1.0,5.0
36 - 40,female,Student,Social,"Nilphamari,40",Married,No,Science,0.66,0.66,1.0,0.66,4.0
36 - 40,female,Student,Social,"Nilphamari,40",Married,No,Science,0.33,1.0,0.33,0.66,3.0
41 or above,male,Engineering and IT,Engineering,"Kishoreganj,19",Unmarried,not married,I am not married,0.66,0.66,0.33,0.33,3.0
41 or above,male,Engineering and IT,Engineering,"Kishoreganj,19",Unmarried,not married,I am not married,0.33,0.33,0.33,1.0,3.0
41 or above,male,Engineering and IT,Engineering,"Kishoreganj,19",Unmarried,not married,I am not married,0.66,0.33,1.0,0.33,4.0
41 or above,female,Engineering and IT,Engineering,"Netrokona,436",Unmarried,not married,I am not married,0.66,0.33,1.0,1.0,4.0
41 or above,female,Engineering and IT,Engineering,"Netrokona,436",Unmarried,not married,I am not married,0.33,0.33,1.0,0.33,4.0
